address,bathrooms,bedrooms,parking,landArea,price,primaryPropertyType,propertyFeatures,state,suburb,postcode
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"1 Dean Avenue, Mount Waverley VIC 3149",1,3,0,843,"$1,600,000 - $1,650,000",House,,VIC,Mount Waverley,3149
"4/75 Bent Street, McKinnon VIC 3204",3,3,1,,"$950,000 - $1,040,000",Townhouse/Villa,,VIC,McKinnon,3204
"35 Production Drive, Alfredton VIC 3350",0,0,0,,"$475,000",Land,,VIC,Alfredton,3350
"8 Heffernan Street, Laverton VIC 3028",1,3,2,,,House,,VIC,Laverton,3028
"7 Desbrowe Walk, Alphington VIC 3078",2,3,2,,"$1,100,000 - $1,190,000",Townhouse/Villa,"Air Conditioning, Heating, Built-In Wardrobes, Close to Transport, Close to Shops, Pets Allowed, Close to Schools, Ensuite, Car Parking - Surface, Carpeted",VIC,Alphington,3078
"15 Warson Place, Alphington VIC 3078",3,3,2,,"$1,395,000 - $1,450,000",Townhouse/Villa,"Air Conditioning, Heating, Built-In Wardrobes, Close to Transport, Close to Shops, Intercom, Pets Allowed, Close to Schools, Ensuite, Carpeted, Openable Windows, Window Treatments, Study",VIC,Alphington,3078
"307/37 Mills Boulevard, Alphington VIC 3078",2,3,2,,"$2,300,000",Apartment,"Air Conditioning, Heating, Built-In Wardrobes, Close to Transport, Close to Shops, Intercom, Close to Schools, Ensuite",VIC,Alphington,3078
"504/111 Parkview Road, Alphington VIC 3078",2,2,1,,"$650,000 - $695,000",Apartment,"Air Conditioning, Heating, Built-In Wardrobes, Close to Transport, Close to Shops, Pool, Spa, Intercom, Close to Schools, Ensuite, Lift Installed, Car Parking - Basement, Carpeted, Openable Windows, Window Treatments",VIC,Alphington,3078
"65 Toora Drive, Westmeadows VIC 3049",1,3,0,880,"Private Sale | $750,000",House,,VIC,Westmeadows,3049
"404 High Street Road, Mount Waverley VIC 3149",1,4,2,861,AUCTION,House,,VIC,Mount Waverley,3149
"79 Elizabeth Street, Castlemaine VIC 3450",1,3,0,550,"$590,000",House,"Balcony/Patio/Terrace, Bath, Fireplace(s), Formal Lounge, Heating, Modern Bathroom, Modern Kitchen, Renovated, Renovated Bathroom, Renovated Kitchen, Separate Dining Room, Entertainment Area, Garden, Garden Shed, Level Lawn, Pet Friendly, Rainwater Tank, Air Conditioning, Built-ins, Gas Enabled, Internal Laundry, Polished Timber Floors, Broadband, Dishwasher, Courtyard, Living Area",VIC,Castlemaine,3450
"139 Blue Horizons Way, Pakenham VIC 3810",2,4,2,576,"$730,000 - $770,000",House,,VIC,Pakenham,3810
"3/71 Isla Avenue, Glenroy VIC 3046",1,2,1,,"$519,000",Townhouse/Villa,"Courtyard, Remote Garage, Secure Parking, Built-in Wardrobes, Dishwasher, Floorboards, Split-System Air Conditioning, Split-System Heating",VIC,Glenroy,3046
"5 Goodwill Road, Clyde North VIC 3978",2,4,2,,"$650,000 - $700,000",House,"Fully Fenced, Outdoor Entertainment Area, Remote Garage, Built-in Wardrobes, Dishwasher, Ducted Heating, Evaporative Cooling",VIC,Clyde North,3978
"137A Shaws Road, Werribee VIC 3030",1,3,1,314,"$485,000",House,,VIC,Werribee,3030
"20 West Fyans Street, Newtown VIC 3220",1,5,2,509,"$849,000 - $910,000",House,,VIC,Newtown,3220
"3/114 Rix Road, Officer VIC 3809",1,2,1,,,Any,"Gym, Air conditioning, Built in wardrobes, Pets allowed, Gas, Broadband internet access, Separate Dining Room, Heating, Dishwasher, North Facing, Secure Parking, Shed, Fully fenced, Balcony / Deck, Swimming Pool, Indoor Spa, Garden / Courtyard",VIC,Officer,3809
"7 Fossilstone Avenue, Doreen VIC 3754",2,4,2,448,"ESR: $840,000 - $880,000",House,,VIC,Doreen,3754
"2/15 York Street, Bonbeach VIC 3196",2,2,2,,"$690,000 - $755,000",Apartment,,VIC,Bonbeach,3196
"1/32 Bedford Street, Collingwood VIC 3066",2,2,1,,"Private Sale $925,000",Apartment,,VIC,Collingwood,3066
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"84/41 Craig Road, Cranbourne VIC 3977",1,2,1,,"$450,000 - Retirement",Apartment,"Air Conditioning, Heating, Close to Shops, Pets Allowed, Dishwasher",VIC,Cranbourne,3977
"1/8 Louise Court, Lysterfield VIC 3156",1,3,2,,"$690,000-$759,000",Apartment,,VIC,Lysterfield,3156
"10 Park Road, Crib Point VIC 3919",1,3,3,464,"$660,000 - $690,000",House,,VIC,Crib Point,3919
"6 Yellow Gum Crescent, Mooroolbark VIC 3138",2,2,2,,,Townhouse/Villa,,VIC,Mooroolbark,3138
"3/9 Sussex Street, Pascoe Vale South VIC 3044",1,2,1,,"Auction - $620,000 - $680,000",Townhouse/Villa,,VIC,Pascoe Vale South,3044
"28/27-29 Montague Street, Highton VIC 3216",1,2,1,,"$465,000 - $495,000",Townhouse/Villa,"Courtyard, Deck, Fully Fenced, Outdoor Entertainment Area, Built-in Wardrobes",VIC,Highton,3216
"95/45 Cornish Street, Sunbury VIC 3429",1,2,1,,"$490,000 - Retirement",Townhouse/Villa,"Heating, Built-In Wardrobes, Close to Shops, Pets Allowed, Carpeted, Courtyard, Fully Fenced",VIC,Sunbury,3429
"9/38 Spring Street, Thomastown VIC 3074",1,1,1,75,"AUCTION ESR  $250,000 - $275,000",Apartment,"Close to Transport, Close to Shops, Close to Schools, Split System Cooling",VIC,Thomastown,3074
"4 Valiant Court, Golden Square VIC 3555",2,4,3,818,"$799,000",House,"Fully Fenced, Outdoor Entertainment Area, Secure Parking, Shed, Swimming Pool - In Ground, Built-in Wardrobes, Dishwasher, Study, Workshop, Ducted Heating, Evaporative Cooling, Solar Panels, Water Tank, Ensuite",VIC,Golden Square,3555
"1A Service Street, Coburg VIC 3058",1,2,1,,"Auction - $600,000 - $660,000",Townhouse/Villa,,VIC,Coburg,3058
"9 Tournament Drive, Mooroopna VIC 3629",2,4,2,,"$650,000 - $700,000",House,,VIC,Mooroopna,3629
"17 O'Donohue Road, Anglesea VIC 3230",1,4,0,600,Auction: Sat 20th July @ 11:00am,House,,VIC,Anglesea,3230
"15 O'Donohue Road, Anglesea VIC 3230",0,0,0,571,Auction: Sat 20th July @ 10:30am,Land,,VIC,Anglesea,3230
"40 Mulguthrie Court, Hallam VIC 3803",2,4,2,696,"$860,000 - $925,000",House,"Air conditioning, Ensuite, Floorboards, Alarm System, Built in wardrobes, Bath, Fireplace(s), Separate Dining Room, Heating, Dishwasher, Shed, Garden / Courtyard, Outdoor Spa",VIC,Hallam,3803
"165 Soldiers Road, Korumburra VIC 3950",2,3,4,348029.65212,,Any,,VIC,Korumburra,3950
"4/14 McEwen Crescent, Wodonga VIC 3690",1,2,2,319,"$302,000",Apartment,,VIC,Wodonga,3690
"4/120 Morgan Street, Sebastopol VIC 3356",1,2,1,204,"$340,000 - $360,000",Apartment,,VIC,Sebastopol,3356
"6 Cooks Mews, Sanctuary Lakes VIC 3030",2,4,2,673,"$1,550,000 - $1,650,000",House,Ensuite,VIC,Sanctuary Lakes,3030
"4/67 Auburn Road, Hawthorn VIC 3122",1,1,1,,"Private Sale: $395,000",Apartment,,VIC,Hawthorn,3122
"115 Coleraine Road, Hamilton VIC 3300",2,5,3,1425,"$519,000",House,,VIC,Hamilton,3300
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"12 Kilwarrie Street, Wollert VIC 3750",2,3,2,420,"AUCTION ESR  $650,000 - $715,000",House,"Air Conditioning, Heating, Built-In Wardrobes, Close to Transport, Close to Shops, Alarm System, Vacuum System, Close to Schools, Ensuite, Security System, Cooling, Dishwasher, Outdoor Entertaining Area",VIC,Wollert,3750
"3 Clover Way, Wallan VIC 3756",2,4,2,544,AUCTION Sat 13 Jul 3:30pm,House,"Close to Transport, Close to Shops, Close to Schools",VIC,Wallan,3756
"1269 Edgars Road, Wollert VIC 3750",1,2,2,,AUCTION Sat 13 Jul 9:30am,House,"Close to Transport, Close to Shops, Close to Schools, Study",VIC,Wollert,3750
"23 Warrego Circuit, Sandhurst VIC 3977",2,4,2,,"$800,000 - $880,000",House,,VIC,Sandhurst,3977
"1 Violet Vista, South Morang VIC 3752",2,4,2,306,AUCTION Sat 13 Jul 1:15pm,House,"Heating, Built-In Wardrobes, Close to Transport, Close to Shops, Close to Schools, Ensuite",VIC,South Morang,3752
"13 Ramel Way, Pakenham VIC 3810",2,4,2,448,"AUCTION  $580,000 - $610,000",House,,VIC,Pakenham,3810
"42 Surrey Road, Mount Waverley VIC 3149",4,4,1,,Contact Agent,Townhouse/Villa,,VIC,Mount Waverley,3149
"2/6 Mcintyre Drive, Altona VIC 3018",2,2,1,,"$690,000 - $745,000",Townhouse/Villa,,VIC,Altona,3018
"3/10 Argonaut Place, Altona Meadows VIC 3028",1,3,2,,"$590,000 - $620,000",Apartment,,VIC,Altona Meadows,3028
"7 Kim Court, Altona VIC 3018",1,3,3,,"$1,075,000 - $1,150,000",House,,VIC,Altona,3018
"71 Kiora Street, Altona Meadows VIC 3028",1,3,3,502,"$570,000 - $599,000",House,Study,VIC,Altona Meadows,3028
"7 Delphin Avenue, Altona North VIC 3025",3,4,3,331,"$1,350,000 - $1,450,000",House,Ensuite,VIC,Altona North,3025
"1596 Cobden Warrnambool Road, Ecklin South VIC 3265",1,2,0,15800,"$475,000-$500,000",Rural,"Air Conditioning, Heating, Openable Windows, Toilet Facilities, Broadband Internet Available, Dishwasher, Fully Fenced",VIC,Ecklin South,3265
"3 Portsmouth Street, Mount Waverley VIC 3149",5,5,2,782,Auction,House,,VIC,Mount Waverley,3149
"6 McBriar Court, Wy Yung VIC 3875",0,0,0,6155,"$375,000",Land,,VIC,Wy Yung,3875
"3 Everest Crescent, Olinda VIC 3788",1,2,1,525,"$680,000 - $735,000",House,"Built-in Watering, Deck, Ducted Heating, Floorboards, Gas Ducted Heating, Open Fireplace",VIC,Olinda,3788
"153 Rivervalley Boulevard, Sunshine North VIC 3020",2,4,1,304,"From $1,300,000",House,"Alfresco, Butler's Pantry, Dining, Ensuite, Family, Laundry, Lounge, Porch, Powder Room, Private Master Bedroom, Separate WC, Study, Walk-in Linen, Walk-in Robe",VIC,Sunshine North,3020
"153 Rivervalley Blvd, Sunshine North VIC 3020",2,4,1,303.99,"From $1,265,000",House,"Dining, Ensuite, Family, Laundry, Office, Porch, Powder Room, Walk-in Robe",VIC,Sunshine North,3020
"89 Arthur Street, Bundoora VIC 3083",3,4,4,652,"AUCTION ESR  $800,000 - $880,000",House,"Heating, Built-In Wardrobes, Close to Transport, Close to Shops, Close to Schools, Ensuite, Carpeted, Dishwasher, Study",VIC,Bundoora,3083
"4/63 O'Connor Street, Reservoir VIC 3073",2,3,2,,AUCTION Sat 13 Jul 2:45pm,Townhouse/Villa,"Heating, Built-In Wardrobes, Close to Transport, Close to Shops, Alarm System, Close to Schools, Ensuite, Cooling",VIC,Reservoir,3073
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"104 Scarborough Avenue, Cranbourne West VIC 3977",1,3,0,333,"$510,000-$561,000",House,"Built-in Robes, Air-Conditioner, Outdoor Entertainment, Fully Fenced",VIC,Cranbourne West,3977
"31 Anglesea Street, Winter Valley VIC 3358",0,0,0,448,"$310,000-$320,000",Land,,VIC,Winter Valley,3358
"6 Limehouse Avenue, Wollert VIC 3750",2,3,2,,Call Before it's SOLD !!,House,Ensuite,VIC,Wollert,3750
"10/4 Austin Place, Melton South VIC 3338",1,3,1,215.28,"$400,000 - $440,000",House,,VIC,Melton South,3338
"28 Houston Street, Horsham VIC 3400",2,3,2,815,,House,"Air conditioning, Ensuite, Built in wardrobes, Internal Laundry, Pets allowed, Bath, Heating, Dishwasher, Shed, Fully fenced, Garden / Courtyard, Ground floor",VIC,Horsham,3400
"304/609 Burwood Road, Hawthorn VIC 3122",1,1,1,,"$390,000 - $420,000",Apartment,,VIC,Hawthorn,3122
"1626 Montego Boulevard, Sunbury VIC 3429",1,2,1,391,,House,"Ensuite, Floorboards, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Heating, Secure Parking",VIC,Sunbury,3429
"1624 Montego Boulevard, Sunbury VIC 3429",2,3,1,268,,House,"Ensuite, Floorboards, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Heating, Secure Parking",VIC,Sunbury,3429
"26 Waterhole Road, Pomonal VIC 3381",1,2,2,20234.2821,"Price Range $440,000 - $460,000",House,,VIC,Pomonal,3381
"9 Everly Court, Benalla VIC 3672",2,4,2,649,"$660,000",House,,VIC,Benalla,3672
"56 Whitsunday Drive, Hoppers Crossing VIC 3029",0,0,0,571,"$370,000 - $400,000",Land,,VIC,Hoppers Crossing,3029
"4 Elodea Way, Cranbourne North VIC 3977",2,3,2,,"$600,000 - $660,000",House,,VIC,Cranbourne North,3977
"37317 Argon Street, Kalkallo VIC 3064",2,4,2,350,,House,"Ensuite, Floorboards, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Heating, Secure Parking",VIC,Kalkallo,3064
"Lot 1 21 Victoria Street, Loch Sport VIC 3851",0,0,0,700,Closing Date Sale,Land,,VIC,Loch Sport,3851
"4842 Rhodes Way, Clyde North VIC 3978",2,4,2,392,,House,"Ensuite, Floorboards, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Heating, Secure Parking",VIC,Clyde North,3978
"2125 Pinatubo Street, Truganina VIC 3029",2,4,2,350,,House,"Ensuite, Floorboards, Double glazed windows, Energy efficient appliances, Built in wardrobes, Internal Laundry, Cable or Satellite, Gas, Broadband internet access, Bath, Heating, Secure Parking",VIC,Truganina,3029
"525 Melbourne Road, Newport VIC 3015",1,3,1,350,Contact Agent,House,,VIC,Newport,3015
"7 Garden Court, Swan Hill VIC 3585",1,3,2,625,"$385,000",House,"Shed, Built-in Wardrobes, Dishwasher, Floorboards, Evaporative Cooling, Split-System Air Conditioning, Split-System Heating",VIC,Swan Hill,3585
"160 Nelson Street, Nhill VIC 3418",1,3,1,1012,"$339,000",House,"Shed, Split-System Air Conditioning, Split-System Heating, Water Tank",VIC,Nhill,3418
"Lot 2215 Heart Loop, Clyde North VIC 3978",0,0,0,400,Contact Agent,Land,,VIC,Clyde North,3978
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
Stawell VIC 3380,2,4,2,560,"$593,457",House,,VIC,Stawell,3380
Bendigo VIC 3550,2,4,2,491,"$628,552",House,,VIC,Bendigo,3550
Morwell VIC 3840,2,4,2,500,"$581,882",House,,VIC,Morwell,3840
Benalla VIC 3672,2,4,2,400,"$533,558",House,,VIC,Benalla,3672
Southbank VIC 3006,2,3,1,93.8,,New Developments,"Air conditioning, Floorboards, Alarm System, Intercom, Built in wardrobes, Bath, Dishwasher, Secure Parking",VIC,Southbank,3006
Southbank VIC 3006,2,2,0,67,,New Developments,"Air conditioning, Floorboards, Alarm System, Intercom, Built in wardrobes, Bath, Dishwasher",VIC,Southbank,3006
Box Hill VIC 3128,2,3,2,115.5,,New Developments,"Air conditioning, Floorboards, Alarm System, Intercom, Built in wardrobes, Bath, Dishwasher, Secure Parking, Balcony / Deck",VIC,Box Hill,3128
Box Hill VIC 3128,1,2,0,82.5,,New Developments,"Air conditioning, Floorboards, Alarm System, Intercom, Built in wardrobes, Bath, Dishwasher, Balcony / Deck",VIC,Box Hill,3128
Box Hill VIC 3128,1,1,1,58.6,,New Developments,"Air conditioning, Floorboards, Alarm System, Intercom, Built in wardrobes, Bath, Dishwasher, Secure Parking, Balcony / Deck",VIC,Box Hill,3128
Box Hill VIC 3128,1,1,1,58.4,,New Developments,"Air conditioning, Floorboards, Intercom, Alarm System, Built in wardrobes, Bath, Dishwasher, Secure Parking, Balcony / Deck",VIC,Box Hill,3128
"2/3 Sovereign Boulevard, Melton West VIC 3337",2,3,2,200,"$459,000 - $479,000",Townhouse/Villa,"Ensuite, Dishwasher, Built-in Robes, Broadband, Air-Conditioner, Ducted Heating, Remote Garage, Secure Parking, Fully Fenced",VIC,Melton West,3337
"3 Manna Gum Court, Narre Warren VIC 3805",1,3,2,695,"$670,000 - $730,000",House,,VIC,Narre Warren,3805
Mickleham VIC 3064,3,4,2,231,,House,"Air conditioning, Ensuite, Floorboards, Alarm System, Intercom, Built in wardrobes, Internal Laundry, Pets allowed, Cable or Satellite, Gas, Broadband internet access, Bath, Separate Dining Room, Heating, Dishwasher, Study, Secure Parking, Shed, Fully fenced, Balcony / Deck, Garden / Courtyard, Ground floor, Energy efficient appliances, Water efficient appliances, Wall / ceiling insulation, Rainwater storage tank, Greywater system, Water efficient fixtures, Solar hot water, Solar panels",VIC,Mickleham,3064
Mickleham VIC 3064,2,3,2,225,,House,"Air conditioning, Ensuite, Floorboards, Alarm System, Intercom, Built in wardrobes, Internal Laundry, Pets allowed, Cable or Satellite, Gas, Broadband internet access, Bath, Separate Dining Room, Heating, Dishwasher, Study, Secure Parking, Shed, Fully fenced, Balcony / Deck, Garden / Courtyard, Ground floor, Energy efficient appliances, Water efficient appliances, Wall / ceiling insulation, Rainwater storage tank, Greywater system, Water efficient fixtures, Solar hot water, Solar panels",VIC,Mickleham,3064
"5 Catamaran Drive, Werribee South VIC 3030",0,0,0,524,Let's make an offer.!!!!,Land,Fully Fenced,VIC,Werribee South,3030
"6 Serene Avenue, Armstrong Creek VIC 3217",2,4,4,511,"$995,000 - $1,094,500",House,"Outdoor Entertainment Area, Remote Garage, Shed, Swimming Pool - In Ground, Broadband Internet Available, Built-in Wardrobes, Dishwasher, Rumpus Room, Air Conditioning, Ducted Heating, Split-System Air Conditioning, Ensuite",VIC,Armstrong Creek,3217
"22 Stayner Street, Chelsea VIC 3196",1,3,2,,"$655,000 - $720,000",Townhouse/Villa,"Built in wardrobes, Internal Laundry, Pets allowed, Secure Parking, Fully fenced, Garden / Courtyard, Ground floor",VIC,Chelsea,3196
"12 Leveret Way, Narre Warren South VIC 3805",2,4,2,400,"$740,000 - $780,000",House,,VIC,Narre Warren South,3805
Bowser VIC 3678,0,0,0,630000,Expression of Interest - Close July 20th,Rural,,VIC,Bowser,3678
"202/1 Moola Court, Cheltenham VIC 3192",2,2,1,,"$720,000","New Developments,Apartment","Balcony, Built In Robes, Dishwasher, Floorboards, Intercom, Outdoor Ent., Secure Parking, Split System Heating, Split-system Air-conditioning",VIC,Cheltenham,3192
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"81 Nascent Drive, Tarneit VIC 3029",0,0,0,399.9,"$370,000 - $400,000",Land,,VIC,Tarneit,3029
"13 Rotary Street, Clyde VIC 3978",2,2,1,215,Just Listed!!,House,,VIC,Clyde,3978
"18 Whiteside Street, Beveridge VIC 3753",2,4,1,450,"$750,000- Ready to Move in",House,"Ducted Heating, Evaporative Cooling, Ensuite, Kitchen, New Construction, Built In Robes, Floorboards, High Ceilings, Broadband, Dishwasher, Fully Fenced, Laundry",VIC,Beveridge,3753
"24 Whiteside Street, Beveridge VIC 3753",2,4,1,420,"$790,000- Ready to Move in",House,"Ducted Heating, Evaporative Cooling, Ensuite, Kitchen, New Construction, Built In Robes, Floorboards, High Ceilings, Broadband, Dishwasher, Fully Fenced, Laundry",VIC,Beveridge,3753
"2/2 Symons Street, Wendouree VIC 3355",1,2,1,303,"$420,000 - $450,000",Apartment,"Air conditioning, Built in wardrobes, Garden / Courtyard, First Home Buyer, Fully fenced, Heating, Gas Hot Water Service, Outdoor Entertaining, Remote Garage, Secure Parking",VIC,Wendouree,3355
"43 Tropic Circuit, Point Cook VIC 3030",2,4,2,,Contact Agent !,House,,VIC,Point Cook,3030
"42 Meadowlea Crescent, Pakenham VIC 3810",2,4,2,584,"$875,000 - $960,000",House,"Study, Ducted Heating, Ducted Cooling, Remote Garage, Fully Fenced, Solar Panel",VIC,Pakenham,3810
"30 Henry Street, Woori Yallock VIC 3139",1,3,2,2789,"$780,000-$820,000",House,"Built-In Wardrobes, Bush Retreat, Close to Shops, Open Fire Place, Close to Schools, Carpeted, Dishwasher, Floorboards",VIC,Woori Yallock,3139
"13-15 PINE GROVE AVENUE, Cowwarr VIC 3857",0,0,0,1501,"$185,000",Land,,VIC,Cowwarr,3857
"57 First Avenue, Altona North VIC 3025",1,3,4,564,"$870,000 - $950,000",House,,VIC,Altona North,3025
"29/9-11 Barnsbury Road, South Yarra VIC 3141",1,1,1,,"Private Sale $285,000-$310,000",Apartment,,VIC,South Yarra,3141
"11 Hilton Way, Melton West VIC 3337",1,3,2,730,"$530,000 - $540,000",House,,VIC,Melton West,3337
"83 Evrah Drive, Hoppers Crossing VIC 3029",2,4,2,1021,"$1,350,000 to $1,400,000",House,Ensuite,VIC,Hoppers Crossing,3029
"10 Hutingfield Street, Thornhill Park VIC 3335",2,4,2,312,Contact Agent,House,"Built In Robes, Close to Public Transports, Close to Schools, Close to Shopping Centers, Dishwasher, Ducted Heating, Ensuite, Evaporative Cooling, Floorboards, Fully Fenced, Remote Garage Opener",VIC,Thornhill Park,3335
"110 Careys Road, Scarsdale VIC 3351",2,5,6,11001.04,"$900,000",Rural,"Air conditioning, Built in wardrobes, Balcony / Deck, Dishwasher, Fully fenced, Fireplace(s), Outdoor Entertaining, Secure Parking, Shed, Workshop, Ensuite",VIC,Scarsdale,3351
"109 - 113 Armstrong Street (Harmony Gardens), Colac VIC 3250",0,0,0,,"Lots Range from $220,000 to $330,000",Land,,VIC,Colac,3250
"17/6 Balwyn Road, Canterbury VIC 3126",1,3,1,,"$960,000 - $1,050,000",Apartment,"Broadband, Dishwasher, Floorboards, Intercom, Balcony, Courtyard, Ducted Heating",VIC,Canterbury,3126
"1/112 Southbank Boulevard, Southbank VIC 3006",1,2,1,103,"$730,000 to $800,000",Apartment,"Air conditioning, Floorboards, Gym, Intercom, Built in wardrobes, Internal Laundry, Pets allowed, Bath, Heating, Dishwasher, Secure Parking, Balcony / Deck, Garden / Courtyard, Swimming Pool, North Facing, City Views, Double glazed windows",VIC,Southbank,3006
"11 Kerferd Street, Essendon North VIC 3041",1,2,2,424,"EOI $880,000 - $925,000",House,,VIC,Essendon North,3041
"6/56 Chatsworth Road, Prahran VIC 3181",1,3,1,,THE DEAL: $700K - $770K,Apartment,,VIC,Prahran,3181
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"160 Princes Highway, Hallam VIC 3803",2,5,6,725,"$790,000  - $860,000",House,"Air conditioning, Ensuite, Floorboards, Built in wardrobes, Secure Parking",VIC,Hallam,3803
"36 Yarrabin Drive, Mount Martha VIC 3934",2,4,2,674,"$1,050,000 - $1,150,000",House,,VIC,Mount Martha,3934
"9 Heatherhill Road, Frankston VIC 3199",2,3,2,578,"$620,000 - $680,000",House,"Air Conditioning, Heating, Close to Transport, Close to Shops, Close to Schools, Ensuite",VIC,Frankston,3199
"31 Patterson Street, Mill Park VIC 3082",2,3,6,652,Auction: Sat 6th July @ 10am,House,"Air Conditioning, Heating, Built-In Wardrobes, Close to Transport, Close to Shops, Close to Schools, Ensuite, Window Treatments",VIC,Mill Park,3082
"36 Jolimont Avenue, Mulgrave VIC 3170",2,4,2,784,AUCTION,House,,VIC,Mulgrave,3170
"4/63 Hampton Road, Essendon West VIC 3040",2,4,1,178,"$730,000 - $800,000",Townhouse/Villa,"Ensuite, Built in wardrobes, Heating, Dishwasher, Study",VIC,Essendon West,3040
"107 Wheelers Lane, Creightons Creek VIC 3666",1,3,1,150000,"$760,000",Rural,,VIC,Creightons Creek,3666
"509/666 Chapel Street, South Yarra VIC 3141",1,2,1,,,Apartment,"Broadband, Built in Robes, Dishwasher, Gym, Intercom, Balcony, Pool (Inground), Remote Garage, Secure Parking, Reverse Cycle Air Con",VIC,South Yarra,3141
South Melbourne VIC 3205,2,3,1,109.1,,New Developments,"North Facing, Air conditioning, Floorboards, Alarm System, Built in wardrobes, Intercom, Bath, Dishwasher, Secure Parking, Balcony / Deck",VIC,South Melbourne,3205
South Melbourne VIC 3205,2,2,0,72.8,,New Developments,"Air conditioning, Floorboards, Alarm System, Intercom, Built in wardrobes, Bath, Dishwasher, Balcony / Deck",VIC,South Melbourne,3205
"12 Robinson Street, Clayton VIC 3168",1,4,2,,"AUCTION  $1,190,000 - $1,290,000",House,,VIC,Clayton,3168
"23 Thames Boulevard, Werribee VIC 3030",1,3,2,538,"$520,000 - $550,000",House,"Heating, Built-In Wardrobes, Close to Transport, Close to Shops, Close to Schools, Ensuite",VIC,Werribee,3030
South Melbourne VIC 3205,1,1,0,58.3,,New Developments,"Air conditioning, Floorboards, Alarm System, Built in wardrobes, Intercom, Bath, Dishwasher, Balcony / Deck",VIC,South Melbourne,3205
Malvern East VIC 3145,2,3,3,121,,New Developments,"Air conditioning, Floorboards, Alarm System, Intercom, Built in wardrobes, Bath, Dishwasher, Secure Parking, Balcony / Deck",VIC,Malvern East,3145
"2/11 Williams Rd, Laverton VIC 3028",3,3,2,,"$600,000 to $660,000",Townhouse/Villa,,VIC,Laverton,3028
"3/11 Williams Rd, Laverton VIC 3028",1,2,1,,"$495,000 to $540,000",Apartment,,VIC,Laverton,3028
"8609 Princes Highway, Allestree VIC 3305",1,2,1,147900,ONSITE AUCTION - Fri 19 July 2024 @ 1pm,House,,VIC,Allestree,3305
Malvern East VIC 3145,2,2,1,71,,New Developments,"Air conditioning, Floorboards, Alarm System, Intercom, Built in wardrobes, Bath, Dishwasher, Secure Parking, Balcony / Deck",VIC,Malvern East,3145
"2/876 Doncaster Road, Doncaster East VIC 3109",1,2,1,,"$595,000 - $650,000",Apartment,,VIC,Doncaster East,3109
"4 Merribah Way, Truganina VIC 3029",2,3,2,,Contact Agent!!,House,,VIC,Truganina,3029
"16 Pavo Street, Belmont VIC 3216",1,3,2,676,,House,,VIC,Belmont,3216
"101/276 Neerim Road, Carnegie VIC 3163",2,2,1,,,Apartment,,VIC,Carnegie,3163
"519/199 William Street, Melbourne VIC 3000",1,2,0,,,Apartment,,VIC,Melbourne,3000
"82 Smith Street, South Melbourne VIC 3205",1,2,0,,"Auction Saturday 13 July, 12:00pm",House,,VIC,South Melbourne,3205
"5A Nunn Street, Benalla VIC 3672",1,2,1,418,"$200,000 - $210,000",House,,VIC,Benalla,3672
